,Kingdom,Phylum,Class,Order,Family,Genus,Species,Confidence
1cd5887d28eea266051456699f8e8b6b,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__,0.937375188
f6e916d3b2725a4b7f0913bbd40efc26,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus, s__thermoamylovorans,0.999970462
8b6aa63e7b1a8e3aeddc688cc997f194,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Flavisolibacter, s__,0.989179315
f33049a2d36ab4afc8b91550e55921cc,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae, g__Microbacterium, s__,0.918782762
5a67a2d016769b1ef3d1559c1a95bb54,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Massilia, s__aerilata,0.815709088
2c600df0c0fa204f9ab4e2efa0e95155,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae, g__Micrococcus, s__luteus,0.973372247
d9d9b766573ac5548afa9c2d12f03532,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__,0.979229052
0d5b4ca12419dbb912984cbf9da3864b,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Leuconostocaceae, g__Leuconostoc, s__,0.999987733
bc4b9033583454b6846618b5d29c9fe1,k__Bacteria, p__Acidobacteria, c__DA052, o__Ellin6513, f__, g__, s__,0.999454133
2c9b9272a44b929bbf2ac56250c0d2f4,k__Bacteria, p__TM7, c__TM7-1, o__, f__, g__, s__,0.999292441
802b4d84285c4d3b69f71b29374f302a,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae], g__Chryseobacterium, s__,0.995454667
f17ad3f32035cb5d0c7bcc27452efa29,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria,,,,,0.992772677
7e1e2503b8daf1d899ff889e789a8768,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Aurantimonadaceae, g__, s__,0.995288355
5d1a2de174ae85093051830d35b079d0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__Enhydrobacter, s__aerosaccus,0.979866301
bc6a656faf527ee38686d25ec8cd627f,k__Bacteria,,,,,,,0.991633461
7fbc8ce70ba08940ec79980ed73c92cf,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria,,,,,0.993732831
42b57dd0e61b8450c9f7d0e0538b2c1f,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,,,0.999898247
633d160939e7acf2e4499d1b3b4e47ce,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Kaistobacter, s__,0.978057286
01fe71c70a5ae82dbabd619ef97e9447,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__delbrueckii,0.999999832
ad0239001198f228a41529a4e3deb571,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__, g__, s__,0.973969445
4c13d03992410cff6dcc861783f51b57,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,,0.919648482
c8ffe5d6c3444d1d9967371e73131ebd,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__Pasteurellaceae, g__Actinobacillus, s__parahaemolyticus,0.999803021
414fda4759935891cb2f198505844eed,k__Bacteria, p__Cyanobacteria, c__Chloroplast,,,,,0.918913971
9062eae5d10f06a395d21867e0e32747,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Spirosoma, s__,0.99999945
dc080e6ee8afd5ae857d9d6da0a68ca8,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas,,0.987532868
81a941ddcd3572eae59cadbe544a4914,k__Bacteria, p__Firmicutes, c__Bacilli, o__Gemellales, f__Gemellaceae, g__, s__,0.774050571
4b2089f75921f396008b615eb9449341,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae, g__Shinella, s__granuli,0.883042276
f00ab0385b374754a3a263a1e8df5184,k__Bacteria, p__Cyanobacteria, c__Chloroplast, o__Streptophyta, f__, g__, s__,0.999891814
5311528394b79000416d7277bf5ff293,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__,0.992209795
a683494b558883b6ac611fdf40e951c2,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Hymenobacter, s__,0.999977326
02c3c0e3b348aaefcafa49bdc84a13e4,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Tremblayales, f__Tremblayaceae, g__Candidatus Tremblaya, s__,0.999999529
f2a5c1f1bc1a0edf3d5d9ca03ebcfe3a,k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Acidobacteriaceae, g__, s__,0.915937109
64a6d38e951ce89cfd685c6d033a700e,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae, g__Agrobacterium, s__,0.970420488
e69b0dd3b298f35f87f6506451f62647,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas,,0.77220628
1b0cef918d541a72309f570372526a4b,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__,0.990817538
264e6087ccd5bd1bddaf8155c8ea94fe,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,,0.999999974
5f6fc0ae72eaee5e812a8f077df74701,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__, g__, s__,0.780413768
38cfbdcc10d87f0a3b8d4a193a382b90,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Aurantimonadaceae, g__Aurantimonas, s__kwangyangensis,0.74046791
d1554d291b4475f10e6582b51718ea65,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae, g__Corynebacterium, s__kroppenstedtii,0.999733693
37e1f5a257bf0305cea743b93e288521,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__SC-I-84, f__, g__, s__,0.931283234
e59f7f32d00077463fdb007136831c16,k__Bacteria, p__Actinobacteria, c__Coriobacteriia, o__Coriobacteriales, f__Coriobacteriaceae, g__Collinsella, s__aerofaciens,0.999984543
1dfd562f96e9f55c2c8156b28cc2187d,k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Acidobacteriaceae, g__, s__,0.958312341
33e8846c9c43b04cfaddd4da80320b89,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae, g__Rhizobium, s__,0.76264224
fa03ae82318fcf1ea6621ec311350752,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae,,,0.998989733
29114fb39ca4ace704ac7bef7b8439a2,k__Bacteria, p__TM7, c__TM7-3, o__, f__, g__, s__,0.833864682
6d7fef42359a8eb9119db89581d2d482,k__Bacteria,,,,,,,0.99139699
9996c1ecc3a23af9f5f440b59131f2a9,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Coxiellaceae, g__Rickettsiella, s__,0.999837801
d9a434a667126f26494305a1c78c0564,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__helveticus,0.818086829
07909d629309eea7c00a5acd4b8df8d5,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__,0.911392673
e35fb8c64bc45f5fc072971edca7530b,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae, g__Corynebacterium, s__,0.998932996
523e2c1243a4d83cdc4e914b10604e55,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__Idiomarinaceae, g__, s__,0.99937842
5ddcf57adf68ff805fbab16f6ddf0db0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Caulobacteraceae, g__, s__,0.966873508
f3d64f0bdb112501773f302fd53ec640,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae, g__Microbacterium, s__maritypicum,0.981997103
ce2808e790c70a157e91df988b336c00,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae,,,0.97067153
fcdfff607eda5426e13b8ece3e7b97f9,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae, g__, s__,0.879416373
5f99f7b6c3b3064a98741350aea6673b,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Carnobacteriaceae, g__Granulicatella, s__,0.999999982
9c6906cface9dcc8ba7e0d4210c21f88,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae,,,0.848785825
aadcf295d13e8573e1496bcf7595f2b0,k__Bacteria, p__[Thermi], c__Deinococci, o__Deinococcales, f__Deinococcaceae, g__Deinococcus, s__,0.999972075
e74b900683b9ad0dc4380ac548ba915c,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae,,,0.999969313
22fcf59f18d07bb7b2a7b38eb67e6edb,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Variovorax, s__paradoxus,0.958084442
ee32457355bb88d1f4e21b08b77b8633,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Larkinella, s__,0.929925048
2483e57e122304ec280791559a6570e5,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__,0.708676427
0746a1a370d581683177f76f8217cbb1,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Hymenobacter, s__,0.998012141
b0d64b28a33ff720ed0bc5dabe19d44a,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Tissierellaceae], g__Anaerococcus, s__,0.999995726
c176241716400bb474d7daee24658642,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Geobacillus, s__,0.937725177
159c54164f70fa2efe941b55e543e5eb,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__Friedmanniella, s__,0.99975433
1bbc332f4634b7595a83e3d2422f687b,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylocystaceae, g__, s__,0.99882845
a64c5c877900750d1de74b2341a976ca,k__Bacteria, p__OD1, c__, o__, f__, g__, s__,0.785505328
cd3a4d4814cb93ebff2972caf4e4f34d,k__Bacteria, p__Cyanobacteria, c__4C0d-2, o__MLE1-12, f__, g__, s__,0.999922816
c075e6f5161e9976e5b5eeff7c57033d,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__columnare,0.983884655
c49ca6aa07c8a8816dd02c2dd44104e3,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae], g__Chryseobacterium, s__,0.994071092
8bf7d1e89832387a921d9ee9327c0cf7,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Erythrobacteraceae, g__, s__,0.862570918
c5d75b9e4e5be689154bfc696a9a0d0c,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__guillouiae,0.995592588
37ff77653d58638e1fd409eabe49d6ed,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,,,0.989468941
41b1f5687b46caff91dc1855de009481,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus, s__flexus,0.999905779
6e4924dee68bcb1eb05860cf1872e46b,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__,0.999868747
6721c56449298d7f58d2d065006efbc4,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae,,,0.970362306
a25c84f5e023fccfc84439e05e2f63c2,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Neisseriales, f__Neisseriaceae, g__Neisseria, s__elongata,0.840853575
f95cd386326a2ead6e64f6f72f8b7ce7,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__Pasteurellaceae, g__Haemophilus, s__parainfluenzae,0.999136691
9e5a8a5dba5ad22ed7156264a2be1689,k__Bacteria, p__Cyanobacteria, c__4C0d-2, o__MLE1-12, f__, g__, s__,0.999496827
df81a75f9e3f3501f98952a744276574,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Staphylococcaceae, g__Staphylococcus, s__sciuri,0.997739442
0308ea13285c99f368d4ec2b76541f35,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Bdellovibrionales, f__Bdellovibrionaceae, g__Bdellovibrio, s__,0.998380274
4a9a536da82e0655ecb02d0b8794db61,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__Pedobacter, s__,0.997611278
8b0c2a2f13843aa974a0e29c6a375d33,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae,,,0.998845505
7a6cc54974f7fda1ea2776b1307a3ce2,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfovibrionales, f__Desulfovibrionaceae, g__Bilophila, s__,0.999994714
9a72f88abccf6fa0231c49342e080da0,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__,0.996672517
496f0f648649a002b8346a2254424880,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae,,,0.931025881
73c8642ab3ce1738f4fc05da9447cdd5,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Devosia, s__,0.909274239
ace7ce616840d9839d7798db58c8237f,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Lachnoanaerobaculum, s__orale,0.99999928
3b5236370c14bc7c4334df6d1c04438a,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Bdellovibrionales, f__Bdellovibrionaceae, g__Bdellovibrio, s__,0.932516384
51a1ea857735f9da7045cc8498c06e75,k__Bacteria, p__[Thermi], c__Deinococci, o__Deinococcales, f__Deinococcaceae, g__Deinococcus, s__,0.997435963
67d6ed0236170ec7722fa230620afcea,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__,0.999997914
ce599ba852ff394538d5a4aa9430455a,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Paracoccus,,0.990721351
7a3f6fa65c67106e022004f060c8249a,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Methylibium, s__,0.724368132
d6eab3367edd866cc1436128c4483d88,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales,,,,0.957492782
03df534835c460effe2944e4f677f68b,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__Xanthobacter, s__,0.829710906
3a4ef27178444b26770305eaf8b9fbf4,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__Wolbachia, s__,0.974330247
bf01cecf994e0b26cb3e120a7b35ddb5,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Brucellaceae, g__Ochrobactrum, s__intermedium,0.947220976
d60fb2e906c91aa13bd9542e22532ed6,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Capnocytophaga, s__,0.71668015
a4efbe2f93e9182025b4743f9f68deaf,k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__RB41, f__Ellin6075, g__, s__,0.999981135
abc7c4dba889adfefe1ce730fc1c2045,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus,,0.714549406
b98ad1c41d68ee75a445bb5877064565,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__, s__,0.980373873
3ab13812be20dda9797e74b12548d2a2,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Neisseriales, f__Neisseriaceae, g__, s__,0.986408804
43e03072f35345fc49d7db52e176cdb7,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae,,,0.913862945
502671a0bfcca854ed0bfeeceae1a2b5,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Rubellimicrobium, s__,0.999998744
59acd0ee0b399ea9d5c57d3e67a129ae,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__johnsonii,0.857869759
df11b7f013b51c6fa480f148b52bf968,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Patulibacteraceae, g__, s__,0.999580959
f82246d6191e2063f0e642890d91bf48,k__Bacteria, p__Armatimonadetes, c__[Fimbriimonadia], o__[Fimbriimonadales], f__[Fimbriimonadaceae], g__Fimbriimonas, s__,0.995914966
1b78f5e228056d250444df10e3d2edda,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Paludibacter, s__,0.998202542
3160a0beb6b89117a08fc2b94e755af7,k__Bacteria, p__Fusobacteria, c__Fusobacteriia, o__Fusobacteriales, f__Fusobacteriaceae, g__Fusobacterium, s__,0.999999955
5fbd4c8daf9e89afacc98bc14c17b93d,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae, g__Kocuria, s__palustris,0.998124434
9bab9945bf67b4ffba9baaa1ad392b0f,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__stutzeri,0.810679313
44d592389364dec530ea040ee208f3fd,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Commensalibacter, s__intestini,0.996860272
dd250927310918903ad22c310d846a00,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Dysgonomonas, s__,0.913546266
0aeff77f468489cfa859f0c7daaa0795,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Dermacoccaceae, g__Dermacoccus, s__,0.974544627
959cfff0a3b440b361871fe2bae5dc67,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,,0.95433778
ae0d50250341680b158ab999a6515cc6,k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae,,,,,0.704676115
b3de721e48ad7df78c5d1dcbc830cd13,k__Bacteria, p__Cyanobacteria, c__Chloroplast, o__Streptophyta, f__, g__, s__,0.999993456
21846138390d2cbb242ef73e27e6f68b,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Caulobacteraceae,,,0.999910189
44ac69df5cc47e21d05644e28f7078da,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,,,0.866488241
c023506d9c00dccbd0ee1f722c6c6e5c,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__, s__,0.943355653
c4c59666d02d162474c24f5ce4de113e,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae,,,0.948208521
ceeebd4c16ef015783ad047b502edb7c,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__,0.972562753
f074e5e4b67f7525679964ff15d8c217,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae, g__Herbiconiux, s__flava,0.994889625
2c9cf9ce2d8f8bcaeacf4aede0d3579a,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__Nevskia, s__,0.999979367
c0a8fb364d32d566c60150dafbb06350,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Devosia, s__,0.994027649
544d19f99ae3c69e7e306721660fcf6c,k__Bacteria, p__Fusobacteria, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__Leptotrichia, s__,0.701516365
565d4b63d9e1c70219e40f3429c26b96,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae], g__Chryseobacterium, s__,0.716279681
87e68631c2e5cb123c6f59ef979e83c8,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Dyadobacter, s__,0.999989378
0f74968c60cd683291b9a16feebdb33f,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Dorea, s__,0.914077538
4878f399fa42a8abfe2ee229847b4152,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Capnocytophaga, s__ochracea,0.999872743
9d1a20154a0b8069e8269dd6c353d459,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales,,,,0.999999854
113b8209b7443b07a8ce33d74d745a2c,k__Bacteria, p__[Thermi], c__Deinococci, o__Deinococcales, f__Deinococcaceae, g__Deinococcus, s__,0.999625886
23a5038821f05f141f9ab63f75a359f3,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Hymenobacter, s__,0.998791107
8a0eb664fb8d0d9376b30321c321cbe7,k__Bacteria,,,,,,,0.99205285
b38182403e53648a669405862f9a0756,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingobium, s__,0.917955059
994ecb7bd8c5a5b1586ffe059906336c,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Sediminibacterium, s__,0.999409489
182661e0357b9843a218b6d7c5db03fc,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__mitochondria,,,0.718573586
352ed068a5fe72a9edc8dc9a319a188d,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus,,0.89651576
9fabb1727e00fecdd3f2f336a92195b4,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Tissierellaceae], g__ph2, s__,0.999995038
cbabe1d6bb4e6c2420ab632ea84480d4,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylobacteriaceae, g__Methylobacterium, s__komagatae,0.982402628
e1d3205465c3ade369c763ad67e9d755,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Massilia,,0.853579063
0170f1aeb197ee55402725b54ccd5043,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae, g__Microbacterium, s__,0.894823019
23fcdbb9365fa1cfea7e648a787e1d3d,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__,0.99531484
6e892e4070fe735b397bc53600123085,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Brucellaceae,,,0.705455695
98d96123ac15da674275b07eba76382d,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Tissierellaceae], g__Finegoldia, s__,0.999999997
9c2c5f8ef3248188e46575b7d2eaf289,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__mitochondria, g__, s__,0.877730119
f680a8feaf02d88eb49392c1d7e5a276,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__mitochondria, g__, s__,0.717273919
